,Access Number,starttime,endtime,toptime,Duration,To Pass Number,Fac_name,Sen_name,Sat_name,UpDown
29,2,1668311229.0,1668311624.0,1668311426.5,395.15700513978663,13,fac0,sen0,sat15,1
30,1,1668248661.0,1668248994.0,1668248827.5,332.8486718339864,3,fac0,sen0,sat16,1
31,2,1668287767.0,1668288139.0,1668287953.0,372.32733911181276,9,fac0,sen0,sat16,0
32,1,1668265170.0,1668265424.0,1668265297.0,254.1102917537646,5,fac0,sen0,sat17,0
33,2,1668312094.0,1668312373.0,1668312233.5,279.51941026239365,13,fac0,sen0,sat17,1
34,1,1668287892.0,1668288070.0,1668287981.0,177.7460351637783,9,fac0,sen0,sat18,1
35,2,1668319944.0,1668320276.0,1668320110.0,332.07857474182674,14,fac0,sen0,sat18,0
36,1,1668278663.0,1668278921.0,1668278792.0,257.688962139895,7,fac0,sen0,sat19,0
37,2,1668325804.0,1668326130.0,1668325967.0,326.2658693639387,15,fac0,sen0,sat19,1
38,1,1668251521.0,1668251941.0,1668251731.0,419.5264499292207,3,fac0,sen0,sat20,1
39,2,1668285166.0,1668285519.0,1668285342.5,352.4599874008927,8,fac0,sen0,sat20,0
40,1,1668278190.0,1668278477.0,1668278333.5,286.49664472037693,7,fac0,sen0,sat21,0
41,2,1668324829.0,1668325151.0,1668324990.0,322.13414363379707,15,fac0,sen0,sat21,1
42,1,1668262763.0,1668262798.0,1668262780.5,34.3278787838608,5,fac0,sen0,sat22,1
43,2,1668300215.0,1668300499.0,1668300357.0,283.1793811509633,11,fac0,sen0,sat22,0
44,1,1668273095.0,1668273394.0,1668273244.5,298.79817014511355,7,fac0,sen0,sat23,1
45,2,1668310746.0,1668310911.0,1668310828.5,165.17488104348013,13,fac0,sen0,sat23,0
46,1,1668242224.0,1668242523.0,1668242373.5,299.62823999021975,1,fac0,sen0,sat24,0
47,2,1668289657.0,1668290019.0,1668289838.0,362.08851834831876,9,fac0,sen0,sat24,1
48,1,1668247899.0,1668248174.0,1668248036.5,274.80537066115266,2,fac0,sen0,sat25,0
49,2,1668299889.0,1668300167.0,1668300028.0,277.5258500048949,11,fac0,sen0,sat25,1
50,1,1668271668.0,1668272089.0,1668271878.5,420.76624715180515,6,fac0,sen0,sat26,0
51,2,1668320914.0,1668321326.0,1668321120.0,412.31688647351984,14,fac0,sen0,sat26,1
52,1,1668255318.0,1668255341.0,1668255329.5,22.682272620137155,4,fac0,sen0,sat27,1
53,2,1668292505.0,1668292714.0,1668292609.5,209.11074674837437,10,fac0,sen0,sat27,0
54,1,1668315736.0,1668315952.0,1668315844.0,216.30342187837232,14,fac0,sen0,sat28,0
55,1,1668266688.0,1668267022.0,1668266855.0,333.0609869755717,5,fac0,sen0,sat29,0
56,2,1668313478.0,1668313706.0,1668313592.0,227.50885675821337,13,fac0,sen0,sat29,1
57,1,1668297374.0,1668297679.0,1668297526.5,304.5070344420528,11,fac0,sen0,sat30,0
58,1,1668286242.0,1668286561.0,1668286401.5,318.3753753092751,9,fac0,sen0,sat31,1
59,2,1668324602.0,1668324740.0,1668324671.0,137.8076498399023,15,fac0,sen0,sat31,0
60,1,1668267326.0,1668267524.0,1668267425.0,197.45282328368194,6,fac0,sen0,sat32,0
61,2,1668312119.0,1668312332.0,1668312225.5,212.8977973756846,14,fac0,sen0,sat32,1
62,1,1668250189.0,1668250530.0,1668250359.5,341.28656435833,3,fac0,sen0,sat33,0
63,1,1668276909.0,1668277066.0,1668276987.5,156.74450350534607,7,fac0,sen0,sat34,0
64,2,1668322444.0,1668322736.0,1668322590.0,291.9065995259298,15,fac0,sen0,sat34,1
65,1,1668261141.0,1668261591.0,1668261366.0,449.8030691347776,5,fac0,sen0,sat35,1
66,2,1668295481.0,1668295939.0,1668295710.0,458.9461213895993,10,fac0,sen0,sat35,0
67,1,1668246588.0,1668246964.0,1668246776.0,376.37486785648525,3,fac0,sen0,sat36,1
68,2,1668285857.0,1668286212.0,1668286034.5,355.7238433076418,9,fac0,sen0,sat36,0
69,1,1668289485.0,1668289752.0,1668289618.5,267.1522801117535,10,fac0,sen0,sat37,0
70,1,1668313850.0,1668314136.0,1668313993.0,286.1468877350708,14,fac0,sen0,sat38,0
71,1,1668272221.0,1668272310.0,1668272265.5,89.25613116717432,7,fac0,sen0,sat39,1
72,2,1668316764.0,1668317088.0,1668316926.0,324.30230083288916,14,fac0,sen0,sat39,0
73,1,1668268002.0,1668268381.0,1668268191.5,379.33130282049024,6,fac0,sen0,sat40,0
74,2,1668309738.0,1668309870.0,1668309804.0,131.2344927921513,13,fac0,sen0,sat40,1
75,1,1668241214.0,1668241600.0,1668241407.0,386.5953689510809,2,fac0,sen0,sat41,1
76,2,1668280980.0,1668281184.0,1668281082.0,203.74202812107978,8,fac0,sen0,sat41,0
77,1,1668268772.0,1668269082.0,1668268927.0,309.84557139596654,6,fac0,sen0,sat42,1
78,2,1668308092.0,1668308451.0,1668308271.5,358.5383202256053,12,fac0,sen0,sat42,0
79,1,1668255156.0,1668255524.0,1668255340.0,368.0582458742374,4,fac0,sen0,sat43,0
80,2,1668296641.0,1668296833.0,1668296737.0,192.29627125112893,11,fac0,sen0,sat43,1
81,1,1668247775.0,1668248164.0,1668247969.5,389.3911125693021,3,fac0,sen0,sat44,1
82,2,1668287275.0,1668287660.0,1668287467.5,384.94514485362015,9,fac0,sen0,sat44,0
83,1,1668279868.0,1668280147.0,1668280007.5,279.34845505257545,8,fac0,sen0,sat45,1
84,2,1668312502.0,1668312781.0,1668312641.5,279.10558017052244,13,fac0,sen0,sat45,0
85,1,1668311194.0,1668311471.0,1668311332.5,276.0924956056115,13,fac0,sen0,sat46,0
86,1,1668261332.0,1668261773.0,1668261552.5,441.52917934787183,4,fac0,sen0,sat47,0
87,2,1668310427.0,1668310858.0,1668310642.5,430.5139021519135,12,fac0,sen0,sat47,1
88,1,1668254930.0,1668255106.0,1668255018.0,175.73802054562293,4,fac0,sen0,sat48,1
89,2,1668294398.0,1668294453.0,1668294425.5,55.39489864921052,10,fac0,sen0,sat48,0
90,1,1668276846.0,1668277080.0,1668276963.0,233.17495471001894,8,fac0,sen0,sat49,1
91,2,1668320533.0,1668320822.0,1668320677.5,288.17686727896216,15,fac0,sen0,sat49,0
92,1,1668259393.0,1668259820.0,1668259606.5,426.7548094374106,4,fac0,sen0,sat50,1
93,2,1668300053.0,1668300404.0,1668300228.5,350.6994774762643,10,fac0,sen0,sat50,0
94,1,1668287323.0,1668287604.0,1668287463.5,280.75746414272,9,fac0,sen0,sat51,1
95,1,1668285274.0,1668285639.0,1668285456.5,365.1786247814525,9,fac0,sen0,sat52,1
96,2,1668325305.0,1668325711.0,1668325508.0,406.210824092399,15,fac0,sen0,sat52,0
97,1,1668267116.0,1668267462.0,1668267289.0,345.5606219521178,6,fac0,sen0,sat53,1
98,2,1668301026.0,1668301469.0,1668301247.5,443.59023163341044,11,fac0,sen0,sat53,0
99,1,1668259562.0,1668259887.0,1668259724.5,325.5937601469268,5,fac0,sen0,sat54,1
100,2,1668299256.0,1668299654.0,1668299455.0,398.07219790240924,11,fac0,sen0,sat54,0
101,1,1668250907.0,1668251333.0,1668251120.0,425.2536629813021,3,fac0,sen0,sat55,0
102,2,1668300069.0,1668300496.0,1668300282.5,427.2552157418322,11,fac0,sen0,sat55,1
103,1,1668245750.0,1668246009.0,1668245879.5,258.09746500570236,2,fac0,sen0,sat56,0
104,2,1668291353.0,1668291627.0,1668291490.0,274.32609683211194,10,fac0,sen0,sat56,1
105,1,1668286231.0,1668286589.0,1668286410.0,357.86247667626594,9,fac0,sen0,sat57,1
106,2,1668318827.0,1668319161.0,1668318994.0,333.91153988010774,14,fac0,sen0,sat57,0
107,1,1668251838.0,1668252015.0,1668251926.5,177.33284677257507,3,fac0,sen0,sat58,1
108,2,1668294770.0,1668294926.0,1668294848.0,155.5287366946868,10,fac0,sen0,sat58,0
109,1,1668271121.0,1668271503.0,1668271312.0,382.17041142869493,6,fac0,sen0,sat59,1
110,2,1668304031.0,1668304388.0,1668304209.5,357.1392602661872,11,fac0,sen0,sat59,0
111,1,1668262534.0,1668262923.0,1668262728.5,389.6132256058918,5,fac0,sen0,sat60,1
112,2,1668302126.0,1668302494.0,1668302310.0,368.65492840710795,11,fac0,sen0,sat60,0
113,1,1668268551.0,1668268750.0,1668268650.5,198.3571836979063,6,fac0,sen0,sat61,1
114,2,1668300105.0,1668300247.0,1668300176.0,142.31711824594822,11,fac0,sen0,sat61,0
115,1,1668247844.0,1668248201.0,1668248022.5,356.7753327254668,2,fac0,sen0,sat62,0
116,2,1668295062.0,1668295420.0,1668295241.0,358.26156381823967,10,fac0,sen0,sat62,1
117,1,1668258644.0,1668258936.0,1668258790.0,292.7088968368407,4,fac0,sen0,sat63,0
118,1,1668244411.0,1668244709.0,1668244560.0,298.07868990333736,2,fac0,sen0,sat64,1
119,2,1668284424.0,1668284751.0,1668284587.5,326.9746178453788,8,fac0,sen0,sat64,0
120,1,1668272403.0,1668272699.0,1668272551.0,296.31842477469036,6,fac0,sen0,sat65,0
121,2,1668320776.0,1668321004.0,1668320890.0,227.485576410676,14,fac0,sen0,sat65,1
122,1,1668247986.0,1668248136.0,1668248061.0,149.51307138825996,2,fac0,sen0,sat66,0
123,1,1668267788.0,1668268089.0,1668267938.5,301.26347298369,6,fac0,sen0,sat67,1
124,2,1668308562.0,1668308891.0,1668308726.5,328.78210752355517,12,fac0,sen0,sat67,0
125,1,1668269187.0,1668269497.0,1668269342.0,310.50838302989723,6,fac0,sen0,sat68,1
126,2,1668307033.0,1668307175.0,1668307104.0,141.93202852377726,12,fac0,sen0,sat68,0
127,1,1668246222.0,1668246552.0,1668246387.0,329.9800856421425,2,fac0,sen0,sat69,1
128,2,1668278442.0,1668278711.0,1668278576.5,269.4467568523032,7,fac0,sen0,sat69,0
129,1,1668265880.0,1668266333.0,1668266106.5,453.0060221456879,5,fac0,sen0,sat70,1
130,2,1668300013.0,1668300469.0,1668300241.0,456.123331403498,10,fac0,sen0,sat70,0
131,1,1668265484.0,1668265760.0,1668265622.0,275.87476233917187,6,fac0,sen0,sat71,1
132,2,1668309161.0,1668309360.0,1668309260.5,199.29026404568867,13,fac0,sen0,sat71,0
133,1,1668253629.0,1668254008.0,1668253818.5,378.9790400871261,3,fac0,sen0,sat72,0
134,2,1668296643.0,1668296784.0,1668296713.5,141.35495758189063,10,fac0,sen0,sat72,1
135,3,1668303164.0,1668303418.0,1668303291.0,253.22291036976094,11,fac0,sen0,sat72,1
136,1,1668252310.0,1668252415.0,1668252362.5,105.17206601577163,3,fac0,sen0,sat74,0
137,2,1668258692.0,1668258895.0,1668258793.5,203.28696999220483,4,fac0,sen0,sat74,0
138,3,1668306538.0,1668306932.0,1668306735.0,393.7997647035663,12,fac0,sen0,sat74,1
139,1,1668240320.0,1668240515.0,1668240417.5,194.45814198703545,1,fac0,sen0,sat75,1
140,2,1668278273.0,1668278554.0,1668278413.5,281.0920477702675,7,fac0,sen0,sat75,0
141,3,1668324235.0,1668324547.0,1668324391.0,312.5425627984223,15,fac0,sen0,sat75,1
142,1,1668252079.0,1668252217.0,1668252148.0,138.25538230401253,3,fac0,sen0,sat76,0
143,2,1668299949.0,1668300339.0,1668300144.0,390.56272932939464,11,fac0,sen0,sat76,1
144,1,1668245620.0,1668245910.0,1668245765.0,290.3018745770314,2,fac0,sen0,sat77,0
145,2,1668288158.0,1668288537.0,1668288347.5,378.53727845033427,9,fac0,sen0,sat77,1
146,1,1668265985.0,1668266132.0,1668266058.5,147.78079103786513,5,fac0,sen0,sat78,0
147,2,1668313274.0,1668313428.0,1668313351.0,153.97656106988143,13,fac0,sen0,sat78,1
148,1,1668273465.0,1668273825.0,1668273645.0,359.75231219235866,7,fac0,sen0,sat79,1
149,2,1668312303.0,1668312652.0,1668312477.5,349.53251587899285,13,fac0,sen0,sat79,0
150,1,1668271652.0,1668272039.0,1668271845.5,386.8684842376897,6,fac0,sen0,sat80,1
151,2,1668311467.0,1668311757.0,1668311612.0,289.89025459074765,12,fac0,sen0,sat80,0
152,1,1668254703.0,1668254904.0,1668254803.5,201.01282313001866,4,fac0,sen0,sat81,1
153,2,1668292851.0,1668293167.0,1668293009.0,316.06241604046954,10,fac0,sen0,sat81,0
154,1,1668253164.0,1668253371.0,1668253267.5,207.05371777127766,3,fac0,sen0,sat82,0
155,2,1668300770.0,1668301150.0,1668300960.0,379.35804422799265,11,fac0,sen0,sat82,1
156,1,1668279314.0,1668279703.0,1668279508.5,389.2211848469233,7,fac0,sen0,sat83,0
157,2,1668321964.0,1668322315.0,1668322139.5,350.295798936917,14,fac0,sen0,sat83,1
158,1,1668252232.0,1668252613.0,1668252422.5,381.3001433482368,3,fac0,sen0,sat84,0
159,2,1668293922.0,1668294299.0,1668294110.5,377.19359193980927,10,fac0,sen0,sat84,1
160,1,1668255402.0,1668255778.0,1668255590.0,376.62703357853206,4,fac0,sen0,sat85,0
161,2,1668303064.0,1668303320.0,1668303192.0,255.98443664464867,12,fac0,sen0,sat85,1
162,1,1668240653.0,1668240855.0,1668240754.0,201.9446019735551,2,fac0,sen0,sat86,1
163,1,1668249095.0,1668249478.0,1668249286.5,383.1749221847276,3,fac0,sen0,sat87,0
164,2,1668296868.0,1668297258.0,1668297063.0,390.2137246960774,11,fac0,sen0,sat87,1
165,1,1668247891.0,1668248100.0,1668247995.5,209.42149695670832,3,fac0,sen0,sat88,1
166,2,1668286510.0,1668286767.0,1668286638.5,257.3547633699709,9,fac0,sen0,sat88,0
167,1,1668258273.0,1668258505.0,1668258389.0,232.51637889099948,4,fac0,sen0,sat89,1
168,2,1668302481.0,1668302793.0,1668302637.0,312.163595011938,11,fac0,sen0,sat89,0
169,1,1668279292.0,1668279720.0,1668279506.0,428.7793918951793,8,fac0,sen0,sat90,1
170,2,1668319991.0,1668320429.0,1668320210.0,438.18871360433695,14,fac0,sen0,sat90,0
171,1,1668311062.0,1668311330.0,1668311196.0,267.91261839773506,13,fac0,sen0,sat91,0
172,1,1668259523.0,1668259881.0,1668259702.0,358.10004278175984,5,fac0,sen0,sat92,1
173,2,1668298657.0,1668299025.0,1668298841.0,367.27254490589985,11,fac0,sen0,sat92,0
174,1,1668243096.0,1668243478.0,1668243287.0,382.27345791167363,2,fac0,sen0,sat93,1
175,2,1668275981.0,1668276307.0,1668276144.0,325.9982378356217,7,fac0,sen0,sat93,0
176,1,1668262537.0,1668262871.0,1668262704.0,334.61747495011514,5,fac0,sen0,sat94,0
177,2,1668311937.0,1668312224.0,1668312080.5,286.9058759385225,13,fac0,sen0,sat94,1
178,1,1668271355.0,1668271662.0,1668271508.5,306.9368922136855,6,fac0,sen0,sat95,0
179,2,1668317325.0,1668317433.0,1668317379.0,108.40072584131849,14,fac0,sen0,sat95,1
180,1,1668275093.0,1668275217.0,1668275155.0,123.98378054333443,7,fac0,sen0,sat96,0
181,2,1668321493.0,1668321822.0,1668321657.5,328.55537287790503,15,fac0,sen0,sat96,1
182,1,1668260297.0,1668260628.0,1668260462.5,331.4004891236109,5,fac0,sen0,sat97,1
183,2,1668292772.0,1668292865.0,1668292818.5,92.74967307919724,10,fac0,sen0,sat97,0
184,1,1668269092.0,1668269514.0,1668269303.0,422.0118811359753,6,fac0,sen0,sat98,0
185,2,1668311671.0,1668312038.0,1668311854.5,367.1269317447877,13,fac0,sen0,sat98,1
186,1,1668271985.0,1668272416.0,1668272200.5,430.9875518767112,6,fac0,sen0,sat99,0
187,2,1668320738.0,1668321029.0,1668320883.5,290.4406945598166,14,fac0,sen0,sat99,1
188,1,1668264725.0,1668265120.0,1668264922.5,395.0387660960114,5,fac0,sen0,sat100,1
189,2,1668305286.0,1668305697.0,1668305491.5,410.5969645426667,11,fac0,sen0,sat100,0
190,1,1668269868.0,1668270219.0,1668270043.5,351.0878001142919,6,fac0,sen0,sat101,0
191,2,1668318849.0,1668319188.0,1668319018.5,338.54401065790444,14,fac0,sen0,sat101,1
192,1,1668273954.0,1668274371.0,1668274162.5,416.8184844246207,7,fac0,sen0,sat102,1
193,2,1668314666.0,1668315105.0,1668314885.5,439.64757267263485,13,fac0,sen0,sat102,0
194,1,1668243427.0,1668243833.0,1668243630.0,405.93656757647295,2,fac0,sen0,sat103,0
195,2,1668292720.0,1668293168.0,1668292944.0,448.4050103910413,10,fac0,sen0,sat103,1
196,1,1668275367.0,1668275680.0,1668275523.5,312.3545104664954,7,fac0,sen0,sat104,1
197,2,1668308983.0,1668309409.0,1668309196.0,425.6520541130012,12,fac0,sen0,sat104,0
198,1,1668248289.0,1668248627.0,1668248458.0,338.1788452036071,3,fac0,sen0,sat105,1
199,2,1668288382.0,1668288727.0,1668288554.5,344.74192393176054,9,fac0,sen0,sat105,0
200,1,1668241309.0,1668241388.0,1668241348.5,79.50584472351647,2,fac0,sen0,sat106,1
201,2,1668280802.0,1668281189.0,1668280995.5,387.2750750230771,8,fac0,sen0,sat106,0
202,3,1668322525.0,1668322841.0,1668322683.0,316.2030678936426,15,fac0,sen0,sat106,1
203,1,1668266004.0,1668266084.0,1668266044.0,80.5236758476567,6,fac0,sen0,sat107,1
204,2,1668303085.0,1668303157.0,1668303121.0,71.66408959775436,12,fac0,sen0,sat107,0
205,1,1668309548.0,1668309792.0,1668309670.0,244.5023974545329,13,fac0,sen0,sat108,1
206,1,1668247374.0,1668247763.0,1668247568.5,389.46232317002887,2,fac0,sen0,sat109,0
207,2,1668303150.0,1668303567.0,1668303358.5,417.117724291631,11,fac0,sen0,sat109,1
208,1,1668273900.0,1668274299.0,1668274099.5,398.77389160019084,7,fac0,sen0,sat110,1
209,2,1668308125.0,1668308466.0,1668308295.5,341.5766845319449,12,fac0,sen0,sat110,0
210,1,1668244606.0,1668244747.0,1668244676.5,141.66655962145978,2,fac0,sen0,sat111,0
211,2,1668290779.0,1668290956.0,1668290867.5,177.46529801817087,10,fac0,sen0,sat111,1
212,1,1668266757.0,1668267024.0,1668266890.5,266.69739520793155,6,fac0,sen0,sat112,1
213,2,1668304179.0,1668304451.0,1668304315.0,271.57135332981125,12,fac0,sen0,sat112,0
214,1,1668252461.0,1668252769.0,1668252615.0,307.7947474895409,3,fac0,sen0,sat113,1
215,2,1668297007.0,1668297302.0,1668297154.5,294.7932779731709,10,fac0,sen0,sat113,0
216,1,1668283574.0,1668283894.0,1668283734.0,320.6136289612987,8,fac0,sen0,sat114,0
217,1,1668258162.0,1668258550.0,1668258356.0,387.21065700686813,4,fac0,sen0,sat115,1
218,2,1668298929.0,1668299310.0,1668299119.5,380.94201019485627,10,fac0,sen0,sat115,0
219,1,1668285704.0,1668285790.0,1668285747.0,85.92154695719364,9,fac0,sen0,sat116,1
220,2,1668317322.0,1668317634.0,1668317478.0,312.8555293945683,14,fac0,sen0,sat116,0
221,1,1668287798.0,1668288217.0,1668288007.5,419.246493153194,9,fac0,sen0,sat117,1
222,2,1668322117.0,1668322480.0,1668322298.5,362.1400619682099,14,fac0,sen0,sat117,0
223,1,1668283861.0,1668284122.0,1668283991.5,261.5865512930104,9,fac0,sen0,sat118,1
224,2,1668315187.0,1668315360.0,1668315273.5,173.40159283969842,14,fac0,sen0,sat118,0
225,1,1668261903.0,1668262183.0,1668262043.0,280.2575787854221,5,fac0,sen0,sat119,0
226,1,1668253421.0,1668253780.0,1668253600.5,359.4191492941354,4,fac0,sen0,sat120,1
227,2,1668293606.0,1668293851.0,1668293728.5,244.66765558550105,10,fac0,sen0,sat120,0
228,1,1668271521.0,1668271820.0,1668271670.5,299.5462822511945,6,fac0,sen0,sat121,0
229,2,1668312447.0,1668312662.0,1668312554.5,214.8253794846969,13,fac0,sen0,sat121,1
230,1,1668249107.0,1668249410.0,1668249258.5,303.8459492295715,3,fac0,sen0,sat122,0
231,2,1668289411.0,1668289465.0,1668289438.0,53.912881440352066,10,fac0,sen0,sat122,1
232,1,1668280693.0,1668281090.0,1668280891.5,397.21365091488406,8,fac0,sen0,sat123,1
233,2,1668321044.0,1668321349.0,1668321196.5,304.68451654721866,14,fac0,sen0,sat123,0
234,1,1668279500.0,1668279917.0,1668279708.5,416.9956970840358,8,fac0,sen0,sat124,1
235,2,1668319568.0,1668319834.0,1668319701.0,266.42404625660856,14,fac0,sen0,sat124,0
236,1,1668263976.0,1668264221.0,1668264098.5,244.85145883589212,5,fac0,sen0,sat125,0
237,2,1668309703.0,1668310002.0,1668309852.5,299.22260710637784,13,fac0,sen0,sat125,1
238,1,1668279693.0,1668280100.0,1668279896.5,406.36928866589005,8,fac0,sen0,sat126,1
239,2,1668313178.0,1668313599.0,1668313388.5,420.92908403677575,13,fac0,sen0,sat126,0
240,1,1668265291.0,1668265544.0,1668265417.5,252.94621236707826,5,fac0,sen0,sat127,0
241,1,1668266138.0,1668266318.0,1668266228.0,179.99261804194248,6,fac0,sen0,sat128,0
242,2,1668311007.0,1668311277.0,1668311142.0,270.41400442829763,14,fac0,sen0,sat128,1
243,1,1668268897.0,1668269214.0,1668269055.5,316.4926617096389,6,fac0,sen0,sat129,1
244,2,1668302054.0,1668302437.0,1668302245.5,383.06360095946,11,fac0,sen0,sat129,0
245,1,1668241872.0,1668242126.0,1668241999.0,254.47153958101717,1,fac0,sen0,sat130,0
246,2,1668293974.0,1668294187.0,1668294080.5,212.70674683518155,10,fac0,sen0,sat130,1
247,1,1668253201.0,1668253539.0,1668253370.0,337.8719995617503,4,fac0,sen0,sat131,1
248,2,1668293612.0,1668294042.0,1668293827.0,430.204910763081,10,fac0,sen0,sat131,0
249,1,1668273353.0,1668273665.0,1668273509.0,312.01407794892293,7,fac0,sen0,sat132,1
250,2,1668313733.0,1668314169.0,1668313951.0,435.494620049707,13,fac0,sen0,sat132,0
251,1,1668242414.0,1668242799.0,1668242606.5,384.8812488835524,2,fac0,sen0,sat133,0
252,2,1668291820.0,1668292177.0,1668291998.5,357.3484392331957,10,fac0,sen0,sat133,1
253,1,1668248626.0,1668248926.0,1668248776.0,299.34581275131313,3,fac0,sen0,sat134,0
254,2,1668295404.0,1668295728.0,1668295566.0,323.59256466116494,11,fac0,sen0,sat134,1
255,1,1668272933.0,1668273165.0,1668273049.0,231.59189916658943,7,fac0,sen0,sat135,1
256,2,1668304472.0,1668304613.0,1668304542.5,140.97500603648223,12,fac0,sen0,sat135,0
257,1,1668255451.0,1668255616.0,1668255533.5,164.5457336983127,4,fac0,sen0,sat136,1
258,2,1668292564.0,1668292660.0,1668292612.0,96.04642822834285,10,fac0,sen0,sat136,0
259,1,1668245971.0,1668246296.0,1668246133.5,325.4796598711182,2,fac0,sen0,sat137,1
260,1,1668284974.0,1668285290.0,1668285132.0,315.9963886305268,9,fac0,sen0,sat138,1
261,1,1668272833.0,1668273282.0,1668273057.5,448.6876403563874,7,fac0,sen0,sat139,1
262,2,1668313563.0,1668313904.0,1668313733.5,341.1274453733495,13,fac0,sen0,sat139,0
263,1,1668261972.0,1668262311.0,1668262141.5,339.6303078462224,5,fac0,sen0,sat140,1
264,2,1668308089.0,1668308443.0,1668308266.0,353.9808217618702,12,fac0,sen0,sat140,0
265,1,1668279649.0,1668279936.0,1668279792.5,286.8082780908953,8,fac0,sen0,sat141,1
266,2,1668318537.0,1668318865.0,1668318701.0,328.83667656459147,14,fac0,sen0,sat141,0
267,1,1668270533.0,1668270722.0,1668270627.5,189.58427183162348,7,fac0,sen0,sat142,1
268,2,1668307637.0,1668307898.0,1668307767.5,261.3614959385013,13,fac0,sen0,sat142,0
269,1,1668265577.0,1668265787.0,1668265682.0,210.00522563291815,6,fac0,sen0,sat143,1
270,2,1668303204.0,1668303506.0,1668303355.0,302.0222698830912,12,fac0,sen0,sat143,0
271,1,1668248828.0,1668248938.0,1668248883.0,110.00006257660607,3,fac0,sen0,sat144,0
272,2,1668294071.0,1668294222.0,1668294146.5,150.3545172462982,11,fac0,sen0,sat144,1
273,1,1668268146.0,1668268392.0,1668268269.0,246.5156263433746,6,fac0,sen0,sat145,0
274,2,1668313783.0,1668313897.0,1668313840.0,113.949174405745,14,fac0,sen0,sat145,1
275,1,1668272117.0,1668272438.0,1668272277.5,321.76753755234313,6,fac0,sen0,sat146,0
276,2,1668319798.0,1668320065.0,1668319931.5,266.7322301364329,14,fac0,sen0,sat146,1
277,1,1668254086.0,1668254391.0,1668254238.5,305.1420178367407,3,fac0,sen0,sat147,0
278,2,1668307042.0,1668307351.0,1668307196.5,309.0538787312398,12,fac0,sen0,sat147,1
279,1,1668251216.0,1668251446.0,1668251331.0,230.45697724805723,3,fac0,sen0,sat148,1
280,2,1668294389.0,1668294660.0,1668294524.5,271.3474684821049,10,fac0,sen0,sat148,0
281,1,1668274872.0,1668275297.0,1668275084.5,424.6983322935557,7,fac0,sen0,sat149,1
282,2,1668315210.0,1668315619.0,1668315414.5,409.61523418583965,13,fac0,sen0,sat149,0
