,sat_name,circle,starttime,endtime,updown
183,sat34,10,1669765777.0,1669766514.0,0
184,sat34,11,1669772107.0,1669772460.0,0
185,sat35,4,1669726160.0,1669726985.0,1
186,sat35,5,1669732775.0,1669733578.0,1
187,sat35,6,1669739365.0,1669739609.0,1
188,sat35,8,1669753426.0,1669753582.0,0
189,sat35,9,1669759895.0,1669760377.0,0
190,sat35,10,1669766470.0,1669767219.0,0
191,sat35,11,1669773025.0,1669773355.0,0
192,sat36,2,1669714237.0,1669714687.0,0
193,sat36,3,1669720701.0,1669721421.0,0
194,sat36,4,1669727104.0,1669727476.0,0
195,sat36,11,1669768809.0,1669769572.0,1
196,sat36,12,1669775325.0,1669776103.0,1
197,sat36,13,1669781762.0,1669782042.0,1
198,sat37,8,1669746885.0,1669747627.0,1
199,sat37,9,1669753375.0,1669754209.0,1
200,sat37,10,1669759865.0,1669760189.0,1
201,sat37,12,1669773686.0,1669774000.0,0
202,sat37,13,1669780171.0,1669780606.0,0
203,sat37,14,1669786630.0,1669787369.0,0
204,sat37,15,1669793133.0,1669793415.0,0
205,sat38,5,1669729901.0,1669730191.0,0
206,sat38,6,1669736128.0,1669736843.0,0
207,sat38,7,1669742466.0,1669742827.0,0
208,sat38,13,1669777459.0,1669778216.0,1
209,sat38,14,1669783683.0,1669784192.0,1
210,sat39,2,1669714387.0,1669715076.0,0
211,sat39,3,1669720558.0,1669720852.0,0
212,sat39,10,1669760330.0,1669761020.0,1
213,sat39,11,1669766499.0,1669766804.0,1
214,sat40,2,1669712797.0,1669713114.0,0
215,sat40,8,1669748949.0,1669749768.0,1
216,sat40,9,1669755453.0,1669756264.0,1
217,sat40,10,1669762137.0,1669762357.0,1
218,sat40,13,1669782848.0,1669783229.0,0
219,sat40,14,1669789391.0,1669790170.0,0
220,sat41,5,1669733085.0,1669733351.0,0
221,sat41,6,1669739162.0,1669739730.0,0
222,sat41,7,1669745165.0,1669745448.0,0
223,sat41,14,1669784586.0,1669785167.0,1
224,sat41,15,1669790549.0,1669791204.0,1
225,sat42,2,1669714720.0,1669715506.0,1
226,sat42,3,1669721237.0,1669722128.0,1
227,sat42,4,1669727931.0,1669728253.0,1
228,sat42,7,1669748739.0,1669749202.0,0
229,sat42,8,1669755385.0,1669756143.0,0
230,sat42,9,1669761927.0,1669762378.0,0
231,sat43,1,1669708804.0,1669709103.0,0
232,sat43,2,1669714907.0,1669715413.0,0
233,sat43,3,1669720904.0,1669721482.0,0
234,sat43,11,1669766167.0,1669766462.0,1
235,sat43,12,1669772284.0,1669772917.0,1
236,sat43,13,1669778290.0,1669778516.0,1
237,sat44,1,1669708800.0,1669709018.0,0
238,sat44,2,1669715006.0,1669715673.0,0
239,sat44,3,1669721284.0,1669721654.0,0
240,sat44,10,1669762407.0,1669763263.0,1
241,sat44,11,1669768806.0,1669769214.0,1
242,sat45,2,1669711252.0,1669711762.0,1
243,sat45,3,1669717413.0,1669717550.0,1
244,sat45,8,1669748592.0,1669749209.0,0
245,sat45,9,1669754651.0,1669754925.0,0
246,sat45,16,1669793985.0,1669794695.0,1
247,sat46,7,1669740538.0,1669741313.0,1
248,sat46,8,1669746879.0,1669747235.0,1
249,sat46,13,1669779231.0,1669779613.0,0
250,sat46,14,1669785542.0,1669786154.0,0
251,sat46,15,1669791790.0,1669792030.0,0
252,sat47,6,1669738282.0,1669738504.0,0
253,sat47,7,1669744346.0,1669745033.0,0
254,sat47,8,1669750569.0,1669750892.0,0
255,sat47,14,1669784883.0,1669785591.0,1
256,sat47,15,1669790974.0,1669791450.0,1
257,sat48,5,1669731530.0,1669731837.0,0
258,sat48,6,1669737616.0,1669738143.0,0
259,sat48,7,1669743665.0,1669743832.0,0
260,sat48,13,1669777178.0,1669777853.0,1
261,sat48,14,1669783309.0,1669783593.0,1
262,sat49,4,1669725632.0,1669725874.0,0
263,sat49,5,1669731686.0,1669732249.0,0
264,sat49,6,1669737716.0,1669738005.0,0
265,sat49,12,1669771725.0,1669771898.0,1
266,sat49,13,1669777222.0,1669777804.0,1
267,sat49,14,1669783378.0,1669783655.0,1
268,sat50,5,1669731403.0,1669731593.0,0
269,sat50,6,1669737575.0,1669738240.0,0
270,sat50,7,1669743829.0,1669744358.0,0
271,sat50,14,1669784443.0,1669785116.0,1
272,sat50,15,1669790614.0,1669791329.0,1
273,sat51,1,1669708975.0,1669709292.0,0
274,sat51,8,1669749168.0,1669749935.0,1
275,sat51,9,1669755408.0,1669755761.0,1
276,sat51,14,1669787278.0,1669787958.0,0
277,sat51,15,1669793507.0,1669794020.0,0
278,sat52,1,1669709826.0,1669709982.0,0
279,sat52,2,1669715946.0,1669716720.0,0
280,sat52,3,1669722368.0,1669722746.0,0
281,sat52,9,1669757553.0,1669758335.0,1
282,sat52,10,1669763879.0,1669764346.0,1
283,sat53,2,1669711284.0,1669711663.0,1
284,sat53,6,1669736870.0,1669737237.0,0
285,sat53,7,1669743092.0,1669743687.0,0
286,sat53,8,1669749206.0,1669749487.0,0
287,sat53,15,1669789214.0,1669789885.0,1
288,sat54,4,1669725872.0,1669726102.0,1
289,sat54,5,1669731747.0,1669732601.0,1
290,sat54,6,1669738358.0,1669738792.0,1
291,sat54,11,1669772185.0,1669773041.0,0
292,sat54,12,1669778809.0,1669779240.0,0
293,sat55,4,1669723443.0,1669723773.0,0
294,sat55,5,1669729556.0,1669730087.0,0
295,sat55,6,1669735530.0,1669735776.0,0
296,sat55,13,1669774765.0,1669775395.0,1
297,sat55,14,1669780864.0,1669781403.0,1
298,sat56,2,1669713508.0,1669713841.0,1
299,sat56,5,1669733840.0,1669734298.0,0
300,sat56,6,1669740369.0,1669741071.0,0
301,sat56,7,1669746767.0,1669747165.0,0
302,sat56,14,1669788694.0,1669789547.0,1
303,sat57,2,1669715853.0,1669716254.0,0
304,sat57,3,1669722374.0,1669723146.0,0
305,sat57,4,1669728914.0,1669729341.0,0
306,sat57,10,1669765131.0,1669765978.0,1
307,sat57,11,1669771622.0,1669772215.0,1
308,sat58,1,1669710210.0,1669710714.0,0
309,sat58,8,1669749812.0,1669750445.0,1
310,sat58,9,1669755755.0,1669756252.0,1
311,sat58,14,1669787323.0,1669787462.0,0
312,sat58,15,1669793322.0,1669793896.0,0
313,sat59,5,1669732819.0,1669733086.0,0
314,sat59,6,1669738821.0,1669739360.0,0
315,sat59,7,1669744784.0,1669745011.0,0
316,sat59,13,1669778311.0,1669778597.0,1
317,sat59,14,1669783813.0,1669784316.0,1
318,sat59,15,1669789936.0,1669790071.0,1
319,sat60,5,1669732011.0,1669732318.0,1
320,sat60,6,1669737871.0,1669738667.0,1
321,sat60,7,1669744411.0,1669744817.0,1
322,sat60,12,1669777875.0,1669778705.0,0
323,sat60,13,1669784428.0,1669784921.0,0
324,sat61,4,1669724712.0,1669725030.0,0
325,sat61,5,1669731211.0,1669731977.0,0
326,sat61,6,1669737756.0,1669738428.0,0
327,sat61,13,1669780258.0,1669781139.0,1
328,sat61,14,1669786865.0,1669787591.0,1
329,sat62,1,1669709110.0,1669709593.0,0
330,sat62,2,1669715684.0,1669716432.0,0
331,sat62,3,1669722195.0,1669722573.0,0
332,sat62,10,1669764509.0,1669765446.0,1
333,sat62,11,1669771112.0,1669771952.0,1
334,sat62,14,1669791715.0,1669792116.0,0
335,sat63,4,1669727516.0,1669728293.0,1
336,sat63,5,1669733882.0,1669734597.0,1
337,sat63,6,1669740611.0,1669740891.0,1
338,sat63,10,1669768023.0,1669768737.0,0
339,sat63,11,1669774648.0,1669775367.0,0
340,sat63,12,1669781215.0,1669781523.0,0
341,sat64,1,1669710163.0,1669710471.0,0
342,sat64,8,1669750412.0,1669751097.0,1
343,sat64,9,1669756683.0,1669757330.0,1
344,sat64,10,1669762883.0,1669763059.0,1
345,sat64,13,1669782353.0,1669782707.0,0
346,sat64,14,1669788600.0,1669789224.0,0
347,sat64,15,1669794738.0,1669795068.0,0
348,sat65,2,1669709223.0,1669709680.0,1
349,sat65,7,1669740106.0,1669740304.0,0
350,sat65,8,1669746057.0,1669746594.0,0
351,sat65,9,1669751973.0,1669752231.0,0
352,sat65,16,1669790780.0,1669791438.0,1
353,sat66,3,1669716485.0,1669717189.0,1
354,sat66,4,1669722601.0,1669722872.0,1
355,sat66,9,1669753778.0,1669754390.0,0
356,sat66,10,1669759836.0,1669760094.0,0
357,sat67,2,1669716129.0,1669716834.0,0
358,sat67,3,1669722447.0,1669722986.0,0
359,sat67,10,1669763169.0,1669763917.0,1
360,sat67,11,1669769483.0,1669769829.0,1
361,sat68,1,1669709264.0,1669709945.0,0
362,sat68,2,1669715775.0,1669716422.0,0
363,sat68,3,1669722202.0,1669722424.0,0
364,sat68,9,1669757654.0,1669758499.0,1
365,sat68,10,1669764159.0,1669764577.0,1
366,sat69,7,1669741998.0,1669742595.0,1
367,sat69,8,1669748033.0,1669748407.0,1
368,sat69,13,1669778900.0,1669779213.0,0
369,sat69,14,1669784963.0,1669785474.0,0
370,sat69,15,1669790944.0,1669791098.0,0
371,sat70,2,1669713444.0,1669713710.0,0
372,sat70,10,1669758216.0,1669758907.0,1
373,sat70,11,1669764292.0,1669764903.0,1
374,sat70,15,1669789092.0,1669789395.0,0
375,sat71,4,1669725702.0,1669726364.0,1
376,sat71,5,1669731732.0,1669732267.0,1
377,sat71,6,1669738018.0,1669738152.0,1
378,sat71,10,1669763651.0,1669763956.0,0
379,sat71,11,1669769820.0,1669770418.0,0
380,sat71,12,1669775935.0,1669776247.0,0
381,sat72,2,1669712109.0,1669712895.0,1
382,sat72,3,1669718267.0,1669718623.0,1
383,sat72,7,1669743601.0,1669743906.0,0
384,sat72,8,1669749699.0,1669750274.0,0
385,sat73,7,1669742658.0,1669743455.0,1
386,sat73,8,1669748982.0,1669749450.0,1
387,sat73,12,1669774956.0,1669775354.0,0
388,sat73,13,1669781284.0,1669781907.0,0
389,sat73,14,1669787479.0,1669787803.0,0
390,sat74,2,1669710587.0,1669711320.0,1
391,sat74,3,1669717000.0,1669717338.0,1
392,sat74,8,1669749642.0,1669750413.0,0
393,sat74,9,1669756034.0,1669756395.0,0
394,sat74,15,1669791429.0,1669791771.0,1
395,sat75,7,1669743235.0,1669744032.0,1
396,sat75,8,1669749571.0,1669750091.0,1
397,sat75,13,1669782768.0,1669783185.0,0
398,sat75,14,1669789210.0,1669789879.0,0
399,sat76,2,1669713555.0,1669713914.0,0
400,sat76,3,1669719779.0,1669720364.0,0
401,sat76,4,1669725918.0,1669726168.0,0
402,sat76,10,1669760092.0,1669760693.0,1
403,sat76,11,1669766056.0,1669766642.0,1
404,sat76,12,1669772338.0,1669772567.0,1
405,sat77,3,1669718089.0,1669718958.0,1
406,sat77,4,1669724722.0,1669725479.0,1
407,sat77,8,1669751939.0,1669752429.0,0
408,sat77,9,1669758570.0,1669759296.0,0
409,sat77,10,1669765079.0,1669765470.0,0
410,sat78,2,1669715001.0,1669715349.0,0
411,sat78,3,1669721199.0,1669721781.0,0
412,sat78,4,1669727310.0,1669727587.0,0
413,sat78,11,1669767297.0,1669768055.0,1
414,sat78,12,1669773534.0,1669773841.0,1
415,sat79,2,1669714284.0,1669714498.0,1
416,sat79,6,1669739371.0,1669739696.0,0
417,sat79,7,1669745470.0,1669746000.0,0
418,sat79,8,1669751495.0,1669751667.0,0
419,sat79,15,1669790687.0,1669791397.0,1
420,sat80,6,1669737831.0,1669738112.0,1
421,sat80,7,1669743418.0,1669744013.0,1
422,sat80,8,1669749643.0,1669749932.0,1
423,sat80,13,1669781390.0,1669782016.0,0
424,sat80,14,1669787561.0,1669788105.0,0
425,sat80,15,1669793696.0,1669793858.0,0
426,sat81,6,1669740267.0,1669740985.0,0
427,sat81,7,1669746518.0,1669746850.0,0
428,sat81,13,1669781150.0,1669781394.0,1
429,sat81,14,1669786750.0,1669787354.0,1
430,sat81,15,1669792994.0,1669793310.0,1
431,sat82,1,1669710189.0,1669710884.0,0
432,sat82,2,1669716612.0,1669716985.0,0
433,sat82,8,1669752353.0,1669753056.0,1
434,sat82,9,1669758644.0,1669759491.0,1
435,sat82,10,1669765217.0,1669765539.0,1
436,sat82,14,1669792112.0,1669792861.0,0
437,sat83,3,1669716867.0,1669717699.0,1
438,sat83,4,1669723303.0,1669724072.0,1
439,sat83,7,1669743384.0,1669743608.0,0
440,sat83,8,1669749727.0,1669750131.0,0
441,sat83,9,1669756100.0,1669756780.0,0
442,sat83,10,1669762519.0,1669762727.0,0
443,sat84,6,1669740012.0,1669740870.0,1
444,sat84,7,1669746622.0,1669747055.0,1
445,sat84,12,1669780397.0,1669781206.0,0
446,sat84,13,1669787009.0,1669787654.0,0
447,sat85,7,1669744899.0,1669745720.0,1
448,sat85,8,1669751301.0,1669751992.0,1
449,sat85,12,1669777613.0,1669778037.0,0
450,sat85,13,1669784013.0,1669784670.0,0
451,sat85,14,1669790309.0,1669790634.0,0
452,sat86,6,1669736368.0,1669737142.0,0
453,sat86,7,1669742774.0,1669743242.0,0
454,sat86,13,1669778258.0,1669778565.0,1
455,sat86,14,1669784005.0,1669784746.0,1
456,sat86,15,1669790429.0,1669790772.0,1
457,sat87,8,1669750195.0,1669750946.0,1
458,sat87,9,1669756384.0,1669756659.0,1
459,sat87,13,1669781818.0,1669782170.0,0
460,sat87,14,1669787999.0,1669788555.0,0
461,sat87,15,1669794094.0,1669794303.0,0
462,sat88,3,1669717629.0,1669718468.0,1
463,sat88,4,1669724100.0,1669724560.0,1
464,sat88,8,1669750730.0,1669751104.0,0
465,sat88,9,1669757157.0,1669757845.0,0
466,sat88,10,1669763504.0,1669763898.0,0
467,sat89,5,1669733246.0,1669733565.0,0
468,sat89,6,1669739342.0,1669739905.0,0
469,sat89,7,1669745328.0,1669745614.0,0
470,sat89,14,1669784710.0,1669784833.0,1
471,sat89,15,1669790596.0,1669791329.0,1
472,sat90,7,1669742121.0,1669742865.0,1
473,sat90,8,1669748346.0,1669748912.0,1
474,sat90,13,1669781094.0,1669781502.0,0
475,sat90,14,1669787478.0,1669788110.0,0
476,sat90,15,1669793778.0,1669794043.0,0
477,sat91,3,1669722023.0,1669722372.0,0
478,sat91,4,1669728222.0,1669728778.0,0
479,sat91,5,1669734357.0,1669734538.0,0
480,sat91,11,1669768331.0,1669769046.0,1
481,sat91,12,1669774543.0,1669774861.0,1
482,sat92,2,1669713803.0,1669714410.0,0
483,sat92,9,1669755295.0,1669756107.0,1
484,sat92,10,1669761755.0,1669762200.0,1
485,sat92,14,1669788324.0,1669788586.0,0
486,sat92,15,1669794635.0,1669795200.0,0
487,sat93,2,1669713208.0,1669714011.0,0
488,sat93,3,1669719691.0,1669720086.0,0
489,sat93,9,1669755226.0,1669755995.0,1
490,sat93,10,1669761490.0,1669762090.0,1
491,sat93,15,1669794805.0,1669795177.0,0
492,sat94,5,1669735008.0,1669735437.0,0
493,sat94,6,1669741478.0,1669742149.0,0
494,sat94,7,1669747893.0,1669748174.0,0
495,sat94,13,1669783388.0,1669784231.0,1
496,sat94,14,1669789883.0,1669790295.0,1
497,sat95,3,1669719805.0,1669720572.0,1
498,sat95,4,1669726051.0,1669726588.0,1
499,sat95,9,1669759095.0,1669759428.0,0
500,sat95,10,1669765393.0,1669766113.0,0
501,sat95,11,1669771763.0,1669772122.0,0
502,sat96,1,1669709173.0,1669709778.0,0
503,sat96,2,1669715199.0,1669715454.0,0
504,sat96,9,1669754284.0,1669754920.0,1
505,sat96,10,1669760321.0,1669760649.0,1
506,sat96,15,1669791267.0,1669791536.0,0
507,sat97,2,1669714727.0,1669715066.0,0
508,sat97,3,1669721038.0,1669721816.0,0
509,sat97,4,1669727509.0,1669727875.0,0
510,sat97,9,1669757297.0,1669757472.0,1
511,sat97,10,1669763057.0,1669763862.0,1
512,sat97,11,1669769550.0,1669769950.0,1
513,sat98,4,1669727139.0,1669728043.0,1
514,sat98,5,1669733782.0,1669734250.0,1
515,sat98,10,1669767753.0,1669768603.0,0
516,sat98,11,1669774401.0,1669774837.0,0
517,sat99,3,1669720746.0,1669721384.0,0
518,sat99,4,1669726830.0,1669727250.0,0
519,sat99,11,1669766021.0,1669766685.0,1
520,sat99,12,1669772091.0,1669772369.0,1
521,sat100,4,1669726587.0,1669727284.0,1
522,sat100,5,1669732863.0,1669733666.0,1
523,sat100,6,1669739316.0,1669739595.0,1
524,sat100,9,1669759475.0,1669759733.0,0
525,sat100,10,1669765795.0,1669766503.0,0
526,sat100,11,1669772170.0,1669772766.0,0
527,sat101,4,1669727192.0,1669727573.0,0
528,sat101,5,1669733475.0,1669734099.0,0
529,sat101,6,1669739641.0,1669739975.0,0
530,sat101,13,1669780090.0,1669780812.0,1
531,sat101,14,1669786399.0,1669787023.0,1
532,sat102,6,1669736210.0,1669736927.0,1
533,sat102,7,1669742342.0,1669742921.0,1
534,sat102,13,1669781364.0,1669782127.0,0
535,sat102,14,1669787745.0,1669788112.0,0
536,sat103,2,1669714683.0,1669714825.0,1
537,sat103,3,1669720286.0,1669721007.0,1
538,sat103,4,1669726569.0,1669726908.0,1
539,sat103,9,1669758736.0,1669759412.0,0
540,sat103,10,1669765017.0,1669765570.0,0
541,sat103,11,1669771251.0,1669771373.0,0
542,sat104,2,1669712606.0,1669713257.0,0
543,sat104,3,1669718817.0,1669719176.0,0
544,sat104,11,1669765805.0,1669766654.0,1
545,sat104,12,1669772142.0,1669772564.0,1
546,sat104,15,1669791917.0,1669792315.0,0
547,sat105,2,1669712595.0,1669713358.0,0
548,sat105,3,1669719100.0,1669719736.0,0
549,sat105,10,1669761131.0,1669761998.0,1
550,sat105,11,1669767660.0,1669768121.0,1
551,sat105,15,1669794577.0,1669794967.0,0
552,sat106,2,1669709641.0,1669710303.0,1
553,sat106,5,1669728622.0,1669728771.0,0
554,sat106,6,1669734662.0,1669734946.0,0
555,sat106,7,1669740685.0,1669741267.0,0
556,sat106,8,1669746733.0,1669746919.0,0
557,sat106,16,1669791785.0,1669792531.0,1
558,sat107,6,1669736997.0,1669737707.0,0
559,sat107,7,1669743596.0,1669744322.0,0
560,sat107,8,1669750158.0,1669750484.0,0
561,sat107,13,1669780515.0,1669780852.0,1
562,sat107,14,1669786463.0,1669787328.0,1
563,sat107,15,1669793126.0,1669793551.0,1
564,sat108,5,1669730696.0,1669731320.0,0
565,sat108,6,1669736719.0,1669736977.0,0
566,sat108,12,1669770097.0,1669770372.0,1
567,sat108,13,1669775546.0,1669776060.0,1
568,sat108,14,1669781614.0,1669781803.0,1
569,sat109,2,1669712996.0,1669713461.0,0
570,sat109,3,1669719512.0,1669720251.0,0
571,sat109,4,1669725943.0,1669726346.0,0
572,sat109,11,1669767946.0,1669768675.0,1
573,sat109,12,1669774440.0,1669775288.0,1
574,sat109,13,1669780942.0,1669781284.0,1
575,sat109,15,1669794774.0,1669795129.0,0
576,sat110,2,1669712579.0,1669712956.0,1
577,sat110,7,1669743576.0,1669744110.0,0
578,sat110,8,1669749586.0,1669750105.0,0
579,sat110,16,1669794629.0,1669795200.0,1
580,sat111,8,1669750223.0,1669750991.0,1
